.	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5
1	0.00910430471412838	0.92784332181327	0.39769280818291	0.43481907248497	0.618479100521654	0.586495328461751	0.36482050572522	0.312794358935207	0.67400458920747	0.538895949022844
2	0.349928533192724	0.832331122597679	0.597537022083998	0.963634523795918	0.0716598753351718	0.747491984860972	0.121983165154234	0.312731206184253	0.0873404808808118	0.713000407675281
3	0.709601880982518	0.214835307560861	0.71202260418795	0.655187919037417	0.223752177553251	0.609852264169604	0.775894328719005	0.121959948213771	0.376233634073287	0.685107010882348
4	0.322963949758559	0.695785365300253	0.360038119135424	0.089601434301585	0.927395924227312	0.773093628697097	0.587732404936105	0.0629187494050711	0.195374131435528	0.845932240830734
5	0.833778764819726	0.376320717623457	0.0662987590767443	0.789872810943052	0.618147168308496	0.354209321318194	0.632906665094197	0.734398027649149	0.557788374135271	0.0308938210364431
6	0.645308458944783	0.630311356624588	0.839707813691348	0.50911726965569	0.672056580195203	0.658359179273248	0.151049386477098	0.0628403427544981	0.0972980696242303	0.649560605175793
7	0.199000077322125	0.581117908237502	0.152720673708245	0.650615012971684	0.593906132038683	0.727427250705659	0.684405791340396	0.800987196620554	0.0995420208200812	0.859831297537312
8	0.622694292105734	0.59787164023146	0.958858702098951	0.464714430272579	0.444890691898763	0.219160115811974	0.505155212245882	0.75913759926334	0.607504625804722	0.771788110490888
9	0.334150000009686	0.839668936561793	0.278666915139183	0.419617280596867	0.611755827674642	0.176907799905166	0.694227152504027	0.58454305678606	0.763707195874304	0.0679407278075814
10	0.190789172658697	0.720920586260036	0.817512496374547	0.24691677489318	0.0182073060423136	0.201146374456584	0.759387095225975	0.57495993305929	0.166463650297374	0.495865833479911
